,ilce,fiyat,m2_brut,bina_yasi,bulundugu_kat,kat_sayisi,isitma,banyo_sayisi,balkon,esyali,site_icerisinde,kimden,yaka,oda,salon,merkeze_yakin,aidat_aralik,luks_mu
2829,Sarıyer,5000.0,100.0,21-25 arası,1,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2830,Sarıyer,12500.0,80.0,0-5 arası,0,4,Doğalgaz (Kombi),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
2831,Beylikdüzü,10000.0,165.0,0-5 arası,3,6,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,500 - 750,Hayır
2832,Bahçelievler,7500.0,57.0,0-5 arası,11,14,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
2833,Avcılar,4000.0,55.0,5-10 arası,12,15,Merkezi (Pay Ölçer),1,Yok,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,0.0,Hayır,500 - 750,Hayır
2834,Arnavutköy,2750.0,80.0,0-5 arası,5,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Evet,0 - 150,Hayır
2835,Şişli,9500.0,95.0,0-5 arası,8,12,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2836,Küçükçekmece,5500.0,120.0,0-5 arası,2,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2837,Şişli,13000.0,80.0,16-20 arası,1,6,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
2838,Beşiktaş,11000.0,70.0,31 ve üzeri,4,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
2839,Esenyurt,4500.0,90.0,0-5 arası,8,15,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
2840,Küçükçekmece,4000.0,110.0,21-25 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2841,Şişli,11500.0,35.0,0-5 arası,1,5,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Sahibinden,Avrupa,1.0,0.0,Hayır,0 - 150,Hayır
2842,Avcılar,4250.0,80.0,11-15 arası,0,4,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
2843,Bağcılar,6000.0,90.0,11-15 arası,1,4,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2844,Esenler,4500.0,100.0,26-30 arası,1,5,Soba,1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2845,Kağıthane,5750.0,75.0,11-15 arası,3,5,Elektrikli Radyatör,1,Var,Evet,Hayır,İnşaat Firmasından,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
2846,Büyükçekmece,10000.0,155.0,5-10 arası,4,9,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,150 - 300,Hayır
2847,Eyüpsultan,8000.0,195.0,5-10 arası,3,4,Doğalgaz (Kombi),2,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,4.0,1.0,Hayır,0 - 150,Hayır
2848,Beylikdüzü,11000.0,175.0,0-5 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,Evet,Sahibinden,Avrupa,2.0,2.0,Hayır,150 - 300,Hayır
2849,Küçükçekmece,6500.0,130.0,11-15 arası,1,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2850,Beşiktaş,7500.0,90.0,31 ve üzeri,0,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2851,Beylikdüzü,6000.0,165.0,11-15 arası,3,4,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2852,Esenler,4000.0,105.0,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2853,Esenyurt,5000.0,64.0,5-10 arası,2,24,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
2854,Çatalca,4500.0,85.0,0-5 arası,0,6,Doğalgaz (Kombi),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,150 - 300,Hayır
2855,Kağıthane,7000.0,50.0,0-5 arası,10,10,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
2856,Şişli,15500.0,130.0,26-30 arası,2,7,Merkezi,1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,500 - 750,Hayır
2857,Şişli,11000.0,90.0,11-15 arası,5,6,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2858,Beşiktaş,10500.0,130.0,31 ve üzeri,1,4,Merkezi,1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,150 - 300,Hayır
2859,Beylikdüzü,11000.0,135.0,0-5 arası,1,5,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,500 - 750,Evet
2860,Eyüpsultan,5000.0,110.0,11-15 arası,0,6,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2861,Başakşehir,4250.0,87.0,0-5 arası,5,11,Merkezi (Pay Ölçer),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,150 - 300,Hayır
2862,Sarıyer,13500.0,150.0,21-25 arası,1,5,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,500 - 750,Hayır
2863,Kağıthane,6000.0,80.0,11-15 arası,1,5,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
2864,Kağıthane,7000.0,90.0,5-10 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2865,Bahçelievler,7750.0,120.0,0-5 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2866,Eyüpsultan,3500.0,60.0,11-15 arası,1,5,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
2867,Eyüpsultan,6000.0,110.0,16-20 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2868,Bakırköy,12250.0,98.0,0-5 arası,6,18,Merkezi (Pay Ölçer),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,750 - 1000,Hayır
2869,Avcılar,6000.0,135.0,11-15 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2870,Şişli,7500.0,85.0,0-5 arası,5,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2871,Esenyurt,4500.0,65.0,0-5 arası,18,31,Merkezi,1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,150 - 300,Hayır
2872,Bahçelievler,8500.0,170.0,5-10 arası,6,6,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Avrupa,3.0,1.0,Hayır,0 - 150,Evet
2873,Esenyurt,4600.0,70.0,0-5 arası,7,18,Doğalgaz (Kombi),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
2874,Şişli,8500.0,100.0,16-20 arası,0,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Evet,150 - 300,Hayır
2875,Beyoğlu,2500.0,45.0,26-30 arası,1,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
2876,Bakırköy,8000.0,45.0,0-5 arası,5,17,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
2877,Kağıthane,6500.0,100.0,5-10 arası,0,4,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2878,Kağıthane,12500.0,37.0,0-5 arası,6,11,Merkezi (Pay Ölçer),1,Yok,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,0.0,Hayır,500 - 750,Hayır
2879,Esenyurt,5250.0,80.0,0-5 arası,18,31,Merkezi (Pay Ölçer),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
2880,Bakırköy,18000.0,230.0,21-25 arası,2,3,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,4.0,1.0,Hayır,0 - 150,Hayır
2881,Arnavutköy,3000.0,80.0,16-20 arası,3,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
2882,Şişli,8000.0,55.0,0-5 arası,5,8,Merkezi,1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Evet
2883,Kağıthane,18000.0,65.0,5-10 arası,5,12,Merkezi,1,Var,Evet,Evet,Sahibinden,Avrupa,1.0,1.0,Hayır,300 - 500,Evet
2884,Esenyurt,4500.0,70.0,5-10 arası,0,6,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Avrupa,1.0,1.0,Evet,0 - 150,Hayır
2885,Bahçelievler,7500.0,140.0,31 ve üzeri,4,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2886,Bakırköy,8000.0,125.0,26-30 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,150 - 300,Hayır
2887,Beylikdüzü,11000.0,145.0,0-5 arası,12,17,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,500 - 750,Hayır
2888,Avcılar,15000.0,300.0,21-25 arası,4,4,Doğalgaz (Kombi),2,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,5.0,2.0,Hayır,0 - 150,Hayır
2889,Başakşehir,7500.0,120.0,5-10 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,Evet,Sahibinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2890,Beşiktaş,11000.0,90.0,26-30 arası,0,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2891,Avcılar,4000.0,90.0,26-30 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2892,Şişli,12000.0,130.0,16-20 arası,5,8,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Evet,150 - 300,Hayır
2893,Başakşehir,9500.0,145.0,0-5 arası,0,26,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,500 - 750,Hayır
2894,Beşiktaş,15250.0,116.0,31 ve üzeri,3,4,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,150 - 300,Hayır
2895,Gaziosmanpaşa,4500.0,100.0,26-30 arası,1,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2896,Beşiktaş,13000.0,130.0,26-30 arası,3,4,Merkezi (Pay Ölçer),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2897,Esenyurt,3000.0,95.0,0-5 arası,2,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2898,Kağıthane,11000.0,75.0,0-5 arası,2,11,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,750 - 1000,Hayır
2899,Beylikdüzü,9000.0,180.0,5-10 arası,0,4,Doğalgaz (Kombi),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,2.0,Hayır,300 - 500,Hayır
2900,Şişli,5000.0,77.0,0-5 arası,3,4,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Evet
2901,Büyükçekmece,10000.0,120.0,5-10 arası,3,3,Doğalgaz (Kombi),2,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2902,Bahçelievler,16000.0,139.0,0-5 arası,17,18,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
2903,Beşiktaş,10000.0,180.0,26-30 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,4.0,1.0,Hayır,0 - 150,Hayır
2904,Bağcılar,17500.0,140.0,0-5 arası,17,31,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,150 - 300,Hayır
2905,Kağıthane,7000.0,60.0,0-5 arası,1,5,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2906,Küçükçekmece,5500.0,90.0,11-15 arası,1,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2907,Küçükçekmece,17000.0,256.0,11-15 arası,12,12,Yerden Isıtma,1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
2908,Başakşehir,7750.0,84.0,16-20 arası,4,11,Doğalgaz (Kombi),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,150 - 300,Hayır
2909,Bağcılar,8300.0,60.0,0-5 arası,22,31,Yerden Isıtma,1,Yok,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
2910,Büyükçekmece,5500.0,100.0,21-25 arası,13,13,Doğalgaz (Kombi),1,Var,Evet,Hayır,Sahibinden,Avrupa,2.0,1.0,Evet,0 - 150,Hayır
2911,Başakşehir,5250.0,68.0,11-15 arası,6,18,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
2912,Başakşehir,15000.0,105.0,0-5 arası,0,15,Merkezi (Pay Ölçer),2,Var,Evet,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,500 - 750,Hayır
2913,Kağıthane,5000.0,65.0,5-10 arası,1,6,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Evet,0 - 150,Hayır
2914,Beylikdüzü,13000.0,180.0,16-20 arası,0,11,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,150 - 300,Hayır
2915,Beyoğlu,7000.0,65.0,5-10 arası,3,6,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Sahibinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
2916,Esenyurt,5500.0,90.0,0-5 arası,1,6,Doğalgaz (Kombi),1,Yok,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Evet,0 - 150,Hayır
2917,Sarıyer,5000.0,53.0,5-10 arası,1,9,Doğalgaz (Kombi),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
2918,Sarıyer,11500.0,75.0,5-10 arası,0,31,Doğalgaz (Kombi),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,750 - 1000,Hayır
2919,Küçükçekmece,18000.0,223.0,0-5 arası,8,11,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,4.0,1.0,Hayır,300 - 500,Hayır
2920,Şişli,15000.0,205.0,26-30 arası,6,8,Merkezi (Pay Ölçer),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,4.0,1.0,Hayır,150 - 300,Hayır
2921,Bayrampaşa,5500.0,125.0,21-25 arası,1,3,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2922,Büyükçekmece,6500.0,150.0,21-25 arası,5,6,Merkezi,2,Var,Hayır,Hayır,Sahibinden,Avrupa,3.0,1.0,Hayır,150 - 300,Hayır
2923,Bakırköy,10000.0,76.0,0-5 arası,8,15,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
2924,Bağcılar,7000.0,71.0,0-5 arası,22,31,Doğalgaz (Kombi),1,Var,Hayır,Evet,Sahibinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
2925,Beylikdüzü,7500.0,145.0,16-20 arası,3,14,Doğalgaz (Kombi),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,150 - 300,Hayır
2926,Beşiktaş,14500.0,115.0,21-25 arası,3,3,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2927,Esenyurt,9000.0,171.0,0-5 arası,13,17,Merkezi (Pay Ölçer),2,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,500 - 750,Hayır
2928,Beylikdüzü,4700.0,70.0,0-5 arası,3,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
2929,Büyükçekmece,3000.0,80.0,5-10 arası,6,12,Doğalgaz (Kombi),1,Yok,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
2930,Küçükçekmece,8000.0,74.0,5-10 arası,15,18,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Hayır
2931,Arnavutköy,8000.0,109.0,0-5 arası,3,3,Yerden Isıtma,2,Var,Hayır,Evet,Sahibinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
2932,Kağıthane,10500.0,96.0,0-5 arası,8,9,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Evet,500 - 750,Hayır
2933,Beyoğlu,7000.0,95.0,16-20 arası,2,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2934,Silivri,2250.0,86.0,0-5 arası,6,7,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Sahibinden,Avrupa,2.0,1.0,Hayır,150 - 300,Hayır
2935,Beşiktaş,9000.0,65.0,0-5 arası,4,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,1.0,0.0,Hayır,0 - 150,Hayır
2936,Fatih,5000.0,95.0,31 ve üzeri,2,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2937,Esenyurt,3500.0,68.0,5-10 arası,6,24,Merkezi (Pay Ölçer),1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
2938,Büyükçekmece,12000.0,175.0,11-15 arası,3,7,Doğalgaz (Kombi),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
2939,Beyoğlu,9000.0,200.0,5-10 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Sahibinden,Avrupa,3.0,2.0,Hayır,0 - 150,Hayır
2940,Beşiktaş,18000.0,130.0,31 ve üzeri,5,5,Merkezi,1,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
2941,Başakşehir,5000.0,44.0,5-10 arası,0,14,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,300 - 500,Evet
2942,Fatih,16000.0,100.0,31 ve üzeri,1,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2943,Kağıthane,6500.0,85.0,26-30 arası,4,4,Klima,1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2944,Beşiktaş,12000.0,130.0,26-30 arası,3,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2945,Beylikdüzü,6500.0,120.0,21-25 arası,10,12,Doğalgaz (Kombi),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
2946,Gaziosmanpaşa,5650.0,90.0,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2947,Kağıthane,4500.0,120.0,21-25 arası,0,5,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2948,Esenyurt,4750.0,130.0,0-5 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2949,Esenler,6000.0,100.0,0-5 arası,2,4,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Evet
2950,Silivri,3000.0,86.0,0-5 arası,6,7,Merkezi,1,Var,Hayır,Evet,Sahibinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
2951,Sarıyer,4250.0,95.0,26-30 arası,4,4,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2952,Bağcılar,5750.0,109.0,26-30 arası,5,10,Doğalgaz (Kombi),1,Var,Hayır,Evet,Sahibinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2953,Gaziosmanpaşa,14000.0,190.0,0-5 arası,8,24,Merkezi (Pay Ölçer),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
2954,Beylikdüzü,5000.0,105.0,0-5 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2955,Küçükçekmece,8000.0,170.0,5-10 arası,3,3,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,4.0,1.0,Hayır,0 - 150,Hayır
2956,Kağıthane,12000.0,136.0,0-5 arası,2,14,Merkezi (Pay Ölçer),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,750 - 1000,Hayır
2957,Esenyurt,5000.0,120.0,5-10 arası,14,21,Doğalgaz (Kombi),2,Yok,Hayır,Evet,Sahibinden,Avrupa,2.0,1.0,Hayır,300 - 500,Hayır
2958,Silivri,2800.0,92.0,0-5 arası,7,7,Merkezi,1,Var,Hayır,Evet,Sahibinden,Avrupa,2.0,1.0,Hayır,150 - 300,Hayır
2959,Küçükçekmece,13000.0,140.0,11-15 arası,8,15,Doğalgaz (Kombi),2,Var,Hayır,Evet,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
2960,Kağıthane,10000.0,95.0,0-5 arası,4,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2961,Silivri,5000.0,135.0,11-15 arası,2,5,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Evet,0 - 150,Hayır
2962,Kağıthane,7500.0,75.0,0-5 arası,7,10,Doğalgaz (Kombi),1,Var,Evet,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2963,Esenyurt,6000.0,128.0,5-10 arası,16,31,Doğalgaz (Kombi),2,Var,Hayır,Evet,Sahibinden,Avrupa,3.0,1.0,Hayır,300 - 500,Hayır
2964,Eyüpsultan,6500.0,115.0,5-10 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,3.0,1.0,Hayır,0 - 150,Hayır
2965,Bahçelievler,8000.0,75.0,0-5 arası,0,4,Doğalgaz (Kombi),1,Var,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,0 - 150,Hayır
2966,Zeytinburnu,7000.0,44.0,0-5 arası,1,16,Merkezi (Pay Ölçer),1,Yok,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
2967,Beylikdüzü,7200.0,70.0,5-10 arası,4,9,Merkezi (Pay Ölçer),1,Var,Evet,Evet,Emlak Ofisinden,Avrupa,1.0,1.0,Hayır,500 - 750,Hayır
2968,Eyüpsultan,5000.0,55.0,0-5 arası,1,5,Doğalgaz (Kombi),1,Yok,Hayır,Hayır,Sahibinden,Avrupa,1.0,1.0,Hayır,0 - 150,Hayır
2969,Beşiktaş,11200.0,105.0,21-25 arası,0,5,Merkezi,1,Yok,Hayır,Hayır,Emlak Ofisinden,Avrupa,2.0,1.0,Hayır,750 - 1000,Hayır
